po_id,supplier_id,warehouse_id,employee_id,order_date,expected_delivery_date,actual_delivery_date,status
4534,30,2,105,2025-11-23,2025-12-13,,shipped
4535,70,6,271,2026-01-09,2026-01-18,2026-01-24,received
4536,63,1,253,2026-05-18,2026-05-27,2026-05-31,received
4537,63,3,135,2026-03-24,2026-04-14,2026-04-22,received
4538,22,5,264,2023-01-25,2023-02-13,2023-02-20,received
4539,74,4,277,2025-10-01,2025-10-22,2025-10-27,received
4540,38,2,100,2025-01-30,2025-02-12,2025-02-16,received
4541,17,1,228,2025-01-24,2025-02-04,2025-02-06,received
4542,71,1,221,2025-06-21,2025-07-04,2025-07-02,received
4543,1,8,261,2023-02-25,2023-03-18,2023-03-18,received
4544,65,9,270,2026-06-01,2026-06-22,2026-06-22,received
4545,10,1,242,2023-04-18,2023-05-04,2023-05-02,received
4546,26,4,37,2025-02-25,2025-03-02,2025-03-11,received
4547,72,8,86,2025-04-04,2025-04-25,2025-04-29,received
4548,45,1,88,2024-08-07,2024-08-23,2024-08-23,received
4549,89,9,184,2025-11-05,2025-11-18,2025-11-25,received
4550,74,2,226,2024-05-07,2024-05-13,2024-05-22,received
4551,19,9,121,2025-07-23,2025-08-05,2025-08-13,received
4552,61,1,57,2025-12-03,2025-12-21,2025-12-23,received
4553,29,2,37,2025-10-07,2025-10-26,2025-10-29,received
4554,15,4,71,2023-06-25,2023-07-12,,pending
4555,96,3,4,2024-03-27,2024-04-10,2024-04-08,received
4556,17,1,37,2023-07-28,2023-08-02,2023-08-03,received
4557,70,6,95,2025-11-11,2025-11-26,2025-11-24,received
4558,51,7,132,2025-02-08,2025-02-28,2025-03-09,received
4559,18,4,231,2026-07-18,2026-07-27,2026-08-04,received
4560,38,4,243,2024-03-13,2024-03-30,,shipped
4561,2,4,256,2025-02-06,2025-02-22,2025-02-28,received
4562,54,2,200,2026-02-14,2026-02-25,2026-03-03,received
4563,77,10,116,2026-06-11,2026-06-18,2026-06-20,received
4564,16,3,70,2024-11-26,2024-12-11,2024-12-17,received
4565,6,3,256,2023-11-13,2023-12-03,2023-12-10,received
4566,17,4,117,2023-02-21,2023-03-06,2023-03-05,received
4567,60,5,287,2025-11-04,2025-11-16,2025-11-19,received
4568,7,5,193,2025-08-18,2025-09-05,2025-09-06,received
4569,12,4,79,2025-06-27,2025-07-11,,pending
4570,16,1,270,2023-12-10,2023-12-28,2023-12-27,received
4571,29,3,186,2023-04-14,2023-05-03,2023-05-01,received
4572,32,1,124,2024-08-24,2024-09-07,2024-09-11,received
4573,22,1,63,2025-10-29,2025-11-06,2025-11-10,received
4574,61,4,209,2025-08-27,2025-09-02,2025-09-05,received
4575,50,10,179,2025-10-12,2025-11-02,,pending
4576,68,10,192,2025-11-10,2025-11-21,,cancelled
4577,48,4,132,2025-04-24,2025-05-06,2025-05-12,received
4578,31,1,3,2025-12-30,2026-01-17,2026-01-19,received
4579,14,4,215,2023-03-31,2023-04-14,2023-04-24,received
4580,91,9,153,2023-08-06,2023-08-16,2023-08-24,received
4581,95,5,226,2023-01-29,2023-02-03,,cancelled
4582,62,4,129,2023-11-22,2023-12-08,2023-12-14,received
4583,59,1,294,2023-09-05,2023-09-21,2023-09-19,received
4584,65,10,297,2023-08-08,2023-08-27,2023-09-02,received
4585,2,8,186,2023-06-24,2023-07-08,,shipped
4586,60,10,83,2024-04-19,2024-05-04,2024-05-03,received
4587,41,4,30,2025-06-21,2025-07-04,2025-07-08,received
4588,83,2,288,2026-05-12,2026-05-24,2026-05-26,received
4589,57,7,144,2024-12-05,2024-12-22,,shipped
4590,89,2,150,2025-11-17,2025-11-28,2025-11-29,received
4591,1,3,139,2023-10-25,2023-11-01,2023-11-11,received
4592,97,6,206,2024-03-26,2024-04-13,2024-04-21,received
4593,46,7,186,2026-06-24,2026-07-08,2026-07-08,received
4594,57,9,1,2026-05-01,2026-05-21,,cancelled
4595,87,6,285,2026-03-20,2026-03-29,2026-03-30,received
4596,68,9,55,2025-04-22,2025-04-27,2025-05-03,received
4597,3,8,175,2025-02-21,2025-03-05,2025-03-11,received
4598,25,10,111,2023-04-28,2023-05-08,2023-05-11,received
4599,16,2,256,2023-08-20,2023-08-27,,shipped
4600,24,3,94,2023-05-13,2023-05-30,2023-05-31,received
4601,48,10,263,2024-02-13,2024-02-20,,shipped
4602,68,5,242,2023-10-01,2023-10-12,2023-10-15,received
4603,91,8,96,2024-06-12,2024-06-21,,cancelled
4604,76,8,167,2025-06-04,2025-06-16,2025-06-22,received
4605,47,5,67,2024-08-27,2024-09-05,,shipped
4606,68,9,64,2023-02-12,2023-02-26,2023-02-28,received
4607,36,5,146,2024-02-10,2024-03-01,2024-03-08,received
4608,18,4,294,2024-07-07,2024-07-26,2024-07-26,received
4609,64,10,162,2025-11-17,2025-12-05,2025-12-05,received
4610,69,6,39,2023-08-28,2023-09-09,2023-09-15,received
4611,54,4,143,2026-03-17,2026-03-30,2026-04-03,received
4612,20,3,279,2023-07-11,2023-07-25,2023-07-28,received
4613,26,5,66,2025-06-04,2025-06-12,2025-06-12,received
4614,21,2,15,2023-05-30,2023-06-14,2023-06-21,received
4615,87,10,81,2025-05-27,2025-06-08,2025-06-07,received
4616,92,9,102,2025-12-27,2026-01-11,2026-01-20,received
4617,89,6,145,2023-07-09,2023-07-26,2023-07-25,received
4618,54,7,250,2024-05-18,2024-05-23,,shipped
4619,3,2,56,2023-07-03,2023-07-24,,shipped
4620,49,4,267,2023-08-21,2023-09-05,,shipped
4621,11,10,86,2024-05-16,2024-05-30,2024-06-07,received
4622,91,8,67,2025-06-19,2025-07-03,2025-07-10,received
4623,24,6,239,2024-04-20,2024-05-10,,cancelled
4624,14,1,148,2023-09-25,2023-10-05,,shipped
4625,43,5,178,2023-05-29,2023-06-18,2023-06-22,received
4626,16,7,54,2024-06-21,2024-06-30,2024-07-03,received
4627,9,5,169,2023-06-28,2023-07-04,2023-07-06,received
4628,64,7,262,2025-10-09,2025-10-21,2025-10-20,received
4629,82,5,17,2025-01-12,2025-01-26,,cancelled
4630,66,1,177,2026-03-25,2026-04-09,,pending
4631,82,4,150,2026-02-09,2026-02-23,2026-03-03,received
4632,85,10,85,2023-07-18,2023-07-24,2023-07-28,received
4633,21,9,298,2026-05-02,2026-05-10,2026-05-10,received
4634,75,4,56,2023-06-01,2023-06-17,2023-06-26,received
4635,38,5,272,2024-12-18,2025-01-03,2025-01-02,received
4636,35,7,89,2024-06-30,2024-07-18,2024-07-23,received
4637,55,8,131,2024-05-28,2024-06-03,2024-06-04,received
4638,44,8,233,2024-09-30,2024-10-20,2024-10-27,received
4639,41,3,240,2025-12-18,2026-01-06,2026-01-09,received
4640,78,1,25,2023-10-31,2023-11-20,2023-11-29,received
4641,33,4,157,2023-03-15,2023-03-23,2023-03-25,received
4642,42,2,234,2024-10-09,2024-10-20,2024-10-28,received
4643,28,4,149,2026-07-27,2026-08-14,2026-08-19,received
4644,16,2,123,2026-07-25,2026-07-30,2026-07-30,received
4645,9,4,3,2023-01-26,2023-02-01,2023-02-04,received
4646,44,2,158,2026-04-24,2026-05-04,2026-05-07,received
4647,4,2,20,2024-04-12,2024-04-19,,pending
4648,22,6,161,2025-01-06,2025-01-15,,shipped
4649,65,6,174,2025-12-15,2025-12-27,2026-01-01,received
4650,6,1,28,2025-05-16,2025-06-03,2025-06-06,received
4651,41,5,252,2023-01-01,2023-01-21,,shipped
4652,99,1,53,2025-09-11,2025-09-21,2025-09-23,received
4653,37,3,291,2026-03-30,2026-04-20,2026-04-26,received
4654,100,7,76,2024-11-10,2024-11-15,,cancelled
4655,40,3,41,2024-01-17,2024-01-25,2024-01-23,received
4656,3,8,143,2025-04-24,2025-05-05,,shipped
4657,25,9,289,2026-05-02,2026-05-19,2026-05-19,received
4658,29,9,167,2026-02-19,2026-03-06,2026-03-13,received
4659,32,9,182,2023-12-09,2023-12-25,2023-12-25,received
4660,93,9,73,2023-03-09,2023-03-26,2023-03-26,received
4661,97,8,81,2023-09-10,2023-09-17,2023-09-25,received
4662,81,2,106,2026-03-01,2026-03-14,2026-03-16,received
4663,73,4,140,2025-12-11,2025-12-24,2026-01-01,received
4664,9,3,96,2025-11-04,2025-11-19,2025-11-19,received
4665,38,8,240,2023-07-13,2023-07-26,2023-07-29,received
4666,98,4,281,2023-07-14,2023-07-28,2023-07-29,received
4667,90,7,53,2026-07-20,2026-08-10,2026-08-19,received
4668,47,8,84,2023-09-06,2023-09-19,2023-09-29,received
4669,85,10,71,2023-10-03,2023-10-19,2023-10-23,received
4670,45,3,66,2024-11-11,2024-11-28,,shipped
4671,50,1,152,2025-06-20,2025-06-29,2025-06-29,received
4672,25,7,104,2024-10-11,2024-10-24,2024-10-30,received
4673,85,1,300,2026-04-15,2026-05-04,,pending
4674,26,8,207,2024-01-29,2024-02-17,2024-02-18,received
4675,49,6,148,2025-05-03,2025-05-23,2025-05-25,received
4676,53,5,173,2024-08-26,2024-09-05,2024-09-03,received
4677,22,6,144,2023-04-23,2023-05-01,2023-05-11,received
4678,72,5,235,2025-03-20,2025-04-06,2025-04-07,received
4679,41,8,111,2025-11-18,2025-11-23,,pending
4680,100,10,96,2024-10-26,2024-11-10,2024-11-13,received
4681,98,5,116,2024-11-30,2024-12-13,2024-12-20,received
4682,5,4,4,2025-05-08,2025-05-28,2025-05-28,received
4683,51,10,105,2024-07-10,2024-07-30,2024-07-29,received
4684,80,4,91,2024-08-25,2024-08-31,2024-09-07,received
4685,84,2,143,2023-03-21,2023-04-10,2023-04-08,received
4686,50,4,86,2024-07-27,2024-08-14,2024-08-24,received
4687,3,3,284,2023-07-25,2023-08-15,2023-08-23,received
4688,70,3,276,2025-01-27,2025-02-12,2025-02-13,received
4689,20,2,66,2023-07-24,2023-08-09,2023-08-09,received
4690,95,5,11,2023-08-02,2023-08-20,2023-08-28,received
4691,17,2,173,2024-02-27,2024-03-04,2024-03-03,received
4692,85,7,50,2023-06-27,2023-07-10,2023-07-08,received
4693,21,6,230,2025-01-20,2025-02-10,2025-02-19,received
4694,3,5,32,2026-07-21,2026-08-08,2026-08-09,received
4695,34,3,133,2025-09-12,2025-10-01,2025-10-05,received
4696,76,1,167,2025-12-16,2025-12-27,2026-01-01,received
4697,17,6,262,2025-04-20,2025-04-25,2025-05-02,received
4698,89,6,285,2026-06-12,2026-06-24,,shipped
4699,58,1,191,2025-11-02,2025-11-21,2025-11-23,received
4700,92,3,47,2026-03-15,2026-03-26,2026-03-30,received
4701,51,1,94,2024-09-01,2024-09-22,2024-09-28,received
4702,23,8,253,2026-01-15,2026-01-30,,pending
4703,40,9,259,2024-01-30,2024-02-04,2024-02-11,received
4704,75,5,10,2025-04-11,2025-04-30,,pending
4705,43,6,186,2024-06-18,2024-06-30,2024-06-28,received
4706,56,10,287,2025-03-16,2025-04-01,2025-04-03,received
4707,100,7,49,2023-07-04,2023-07-12,,shipped
4708,65,7,147,2023-04-15,2023-04-21,,cancelled
4709,19,3,190,2026-04-08,2026-04-22,,shipped
4710,31,6,275,2023-10-13,2023-10-30,2023-11-01,received
4711,10,3,2,2026-04-05,2026-04-24,2026-05-03,received
4712,66,3,228,2023-08-02,2023-08-19,2023-08-20,received
4713,35,7,178,2024-02-27,2024-03-06,2024-03-15,received
4714,1,1,122,2025-01-25,2025-02-10,2025-02-10,received
4715,47,7,50,2023-08-14,2023-08-20,2023-08-21,received
4716,31,3,27,2023-11-29,2023-12-16,,shipped
4717,92,1,136,2024-10-31,2024-11-05,2024-11-15,received
4718,1,7,192,2025-11-13,2025-11-22,2025-11-20,received
4719,64,3,269,2023-08-06,2023-08-12,,shipped
4720,77,6,86,2023-11-11,2023-11-29,2023-12-03,received
4721,35,9,246,2024-05-06,2024-05-11,2024-05-21,received
4722,94,8,240,2025-07-27,2025-08-08,2025-08-16,received
4723,79,6,212,2025-06-07,2025-06-24,2025-06-25,received
4724,6,2,210,2025-02-25,2025-03-03,2025-03-07,received
4725,82,5,32,2024-12-10,2024-12-19,2024-12-26,received
4726,59,5,293,2023-01-23,2023-01-28,,cancelled
4727,13,6,73,2024-03-06,2024-03-19,,shipped
4728,63,7,119,2026-01-18,2026-02-07,,pending
4729,60,5,290,2024-05-24,2024-06-14,,pending
4730,90,7,226,2023-11-12,2023-11-19,2023-11-17,received
4731,98,7,90,2025-11-07,2025-11-19,2025-11-19,received
4732,24,6,34,2023-04-07,2023-04-25,2023-05-05,received
4733,31,5,204,2024-06-24,2024-07-15,2024-07-23,received
4734,52,7,163,2026-03-13,2026-03-23,2026-04-01,received
4735,55,1,275,2023-05-01,2023-05-11,2023-05-13,received
4736,84,6,38,2025-10-06,2025-10-14,2025-10-18,received
4737,3,3,186,2023-04-10,2023-04-15,2023-04-14,received
4738,21,5,173,2023-05-16,2023-05-23,2023-05-22,received
4739,10,6,289,2023-02-28,2023-03-08,2023-03-16,received
4740,87,7,79,2025-10-16,2025-10-25,2025-10-28,received
4741,61,1,25,2026-04-07,2026-04-25,2026-05-02,received
4742,63,3,233,2025-10-30,2025-11-20,2025-11-20,received
4743,29,3,99,2024-12-16,2024-12-23,2024-12-24,received
4744,61,2,288,2025-05-25,2025-06-09,2025-06-15,received
4745,52,1,173,2024-02-22,2024-02-28,2024-03-06,received
4746,2,1,118,2025-08-07,2025-08-27,2025-09-04,received
4747,5,6,235,2025-09-12,2025-09-24,,cancelled
4748,20,5,172,2025-08-07,2025-08-23,,shipped
4749,61,5,139,2023-10-01,2023-10-18,,cancelled
4750,75,3,191,2025-05-17,2025-05-23,,shipped
4751,40,3,83,2023-07-10,2023-07-29,2023-07-28,received
4752,73,10,131,2025-08-13,2025-08-31,,pending
4753,64,4,145,2023-05-24,2023-06-12,2023-06-13,received
4754,42,4,91,2024-03-12,2024-03-25,,pending
4755,44,2,264,2025-07-01,2025-07-09,,shipped
4756,7,5,56,2024-07-14,2024-08-01,2024-08-05,received
4757,73,7,171,2024-07-21,2024-08-09,2024-08-18,received
4758,75,7,127,2025-09-03,2025-09-20,2025-09-21,received
4759,23,5,177,2026-02-18,2026-02-28,,pending
4760,64,3,173,2026-02-07,2026-02-25,2026-03-05,received
4761,8,1,17,2023-03-14,2023-03-23,2023-03-22,received
4762,70,5,170,2025-02-28,2025-03-06,,cancelled
4763,40,6,176,2025-05-16,2025-05-24,2025-05-29,received
4764,39,8,164,2023-06-26,2023-07-16,2023-07-14,received
4765,77,4,49,2025-02-25,2025-03-09,2025-03-08,received
4766,41,1,73,2026-01-08,2026-01-13,2026-01-17,received
4767,99,7,166,2024-01-17,2024-02-03,,cancelled
4768,42,8,13,2024-02-03,2024-02-20,2024-02-22,received
4769,31,2,233,2026-02-05,2026-02-24,,pending
4770,25,4,93,2026-05-10,2026-05-21,2026-05-24,received
4771,50,1,209,2023-05-01,2023-05-12,,shipped
4772,85,9,261,2025-10-05,2025-10-26,2025-10-27,received
4773,60,4,146,2023-06-25,2023-07-08,,shipped
4774,7,1,254,2025-04-04,2025-04-13,2025-04-19,received
4775,52,6,60,2023-11-10,2023-11-20,2023-11-26,received
4776,31,6,52,2025-06-26,2025-07-06,2025-07-04,received
4777,38,5,218,2024-02-21,2024-03-05,2024-03-04,received
4778,17,6,16,2024-11-01,2024-11-10,2024-11-10,received
4779,74,5,149,2023-10-16,2023-10-27,2023-10-25,received
4780,52,2,265,2023-05-11,2023-06-01,,shipped
4781,28,7,173,2024-06-19,2024-07-10,2024-07-17,received
4782,50,1,246,2023-12-10,2023-12-28,2024-01-03,received
4783,42,1,31,2024-11-06,2024-11-26,,shipped
4784,6,4,129,2026-01-19,2026-01-31,,pending
4785,34,6,253,2023-01-11,2023-01-19,,cancelled
4786,77,5,86,2023-04-11,2023-04-16,2023-04-17,received
4787,44,5,127,2024-08-23,2024-09-08,2024-09-17,received
4788,26,10,194,2024-03-20,2024-04-05,2024-04-10,received
4789,84,7,185,2025-02-13,2025-03-01,2025-03-10,received
4790,33,9,229,2023-05-25,2023-06-14,,shipped
4791,87,6,178,2024-08-31,2024-09-20,2024-09-23,received
4792,85,2,41,2024-07-07,2024-07-26,2024-08-05,received
4793,44,2,281,2024-12-19,2024-12-29,2025-01-01,received
4794,20,8,146,2023-01-03,2023-01-18,2023-01-20,received
4795,64,10,289,2024-03-05,2024-03-15,2024-03-25,received
4796,7,3,89,2024-11-13,2024-11-20,2024-11-20,received
4797,82,5,19,2023-10-20,2023-10-27,,shipped
4798,77,2,182,2023-02-03,2023-02-17,2023-02-20,received
4799,43,10,162,2025-02-09,2025-02-28,2025-03-04,received
4800,64,1,78,2025-12-10,2025-12-20,2025-12-21,received
4801,84,8,43,2025-10-28,2025-11-06,2025-11-15,received
4802,69,10,169,2024-10-03,2024-10-10,2024-10-20,received
4803,26,7,250,2025-06-03,2025-06-15,2025-06-16,received
4804,14,1,29,2024-04-07,2024-04-14,2024-04-24,received
4805,63,2,59,2025-07-18,2025-08-06,2025-08-13,received
4806,27,9,275,2023-02-18,2023-03-09,2023-03-19,received
4807,60,5,184,2026-05-05,2026-05-24,2026-05-23,received
4808,9,7,166,2026-06-12,2026-06-20,2026-06-19,received
4809,100,6,293,2025-04-18,2025-05-01,2025-05-02,received
4810,86,3,122,2026-03-28,2026-04-17,,cancelled
4811,33,2,139,2025-05-10,2025-05-25,2025-05-28,received
4812,38,2,133,2024-12-15,2025-01-01,2025-01-04,received
4813,48,6,57,2025-04-06,2025-04-27,,cancelled
4814,4,8,296,2026-06-06,2026-06-13,2026-06-14,received
4815,28,5,85,2026-06-20,2026-07-06,2026-07-12,received
4816,10,2,67,2023-02-21,2023-03-10,2023-03-15,received
4817,77,3,191,2023-10-15,2023-11-01,2023-11-04,received
4818,39,3,269,2025-06-30,2025-07-09,2025-07-15,received
4819,9,7,259,2025-05-23,2025-06-05,2025-06-06,received
4820,63,8,100,2024-08-31,2024-09-21,,pending
4821,9,3,203,2024-09-25,2024-10-01,2024-10-02,received
4822,97,7,64,2024-09-28,2024-10-15,2024-10-19,received
4823,91,8,264,2026-05-25,2026-06-07,,pending
4824,83,5,221,2023-01-18,2023-02-05,2023-02-14,received
4825,84,9,265,2025-03-13,2025-04-02,2025-04-11,received
4826,74,8,260,2023-02-20,2023-02-25,2023-02-28,received
4827,49,9,270,2023-05-09,2023-05-16,2023-05-24,received
4828,70,8,297,2023-05-15,2023-05-28,2023-06-02,received
4829,49,8,244,2025-02-18,2025-02-23,2025-03-03,received
4830,8,5,28,2024-08-06,2024-08-17,,pending
4831,9,2,233,2023-09-08,2023-09-21,,shipped
4832,38,6,250,2024-06-18,2024-07-05,2024-07-10,received
4833,3,8,299,2025-03-04,2025-03-09,2025-03-12,received
4834,59,5,287,2025-03-30,2025-04-16,2025-04-17,received
4835,34,8,152,2024-07-17,2024-08-04,2024-08-02,received
4836,1,4,44,2023-04-15,2023-04-26,2023-05-05,received
4837,81,3,228,2025-08-24,2025-09-14,2025-09-24,received
4838,46,3,87,2025-05-10,2025-05-21,2025-05-26,received
4839,7,5,103,2023-12-24,2024-01-02,2024-01-01,received
4840,99,5,41,2025-02-27,2025-03-20,2025-03-19,received
4841,43,9,145,2023-12-28,2024-01-02,2024-01-04,received
4842,83,6,157,2026-02-28,2026-03-21,2026-03-23,received
4843,82,2,65,2026-04-19,2026-05-06,2026-05-08,received
4844,3,1,70,2025-06-10,2025-07-01,2025-07-05,received
4845,17,5,40,2023-12-29,2024-01-14,2024-01-17,received
4846,71,8,173,2023-10-31,2023-11-10,2023-11-19,received
4847,7,8,180,2023-08-01,2023-08-22,,shipped
4848,79,3,201,2026-03-21,2026-03-26,2026-04-05,received
4849,39,3,188,2024-08-30,2024-09-04,2024-09-06,received
4850,13,2,91,2023-06-26,2023-07-13,2023-07-14,received
4851,24,4,199,2023-04-28,2023-05-19,2023-05-24,received
4852,89,5,35,2023-09-22,2023-10-01,2023-09-29,received
4853,31,1,176,2025-09-19,2025-10-09,2025-10-12,received
4854,22,2,68,2023-01-28,2023-02-03,2023-02-11,received
4855,12,1,214,2026-06-13,2026-07-03,2026-07-08,received
4856,21,4,269,2023-12-09,2023-12-16,2023-12-17,received
4857,83,5,178,2024-04-22,2024-05-13,2024-05-17,received
4858,43,10,104,2025-09-13,2025-09-23,2025-10-02,received
4859,1,7,207,2023-06-25,2023-07-13,2023-07-13,received
4860,14,6,193,2023-10-11,2023-10-17,2023-10-18,received
4861,15,7,48,2025-03-07,2025-03-20,2025-03-26,received
4862,76,2,57,2025-04-24,2025-05-15,2025-05-16,received
4863,74,8,187,2025-02-08,2025-02-21,2025-03-02,received
4864,3,6,35,2024-02-11,2024-02-17,2024-02-23,received
4865,82,5,90,2025-03-08,2025-03-20,2025-03-21,received
4866,75,6,18,2025-10-24,2025-11-11,2025-11-10,received
4867,15,5,107,2026-04-19,2026-04-26,2026-05-04,received
4868,23,8,37,2025-05-22,2025-06-08,,pending
4869,69,9,73,2023-06-07,2023-06-16,2023-06-14,received
4870,64,2,127,2024-04-16,2024-04-22,2024-04-23,received
4871,51,5,208,2026-05-01,2026-05-18,2026-05-27,received
4872,27,7,33,2023-09-17,2023-09-27,,cancelled
4873,40,2,58,2023-06-29,2023-07-19,2023-07-28,received
4874,33,1,258,2025-02-18,2025-03-01,,pending
4875,57,5,26,2024-02-20,2024-02-25,,pending
4876,22,9,117,2023-04-06,2023-04-23,2023-04-24,received
4877,94,5,207,2023-04-25,2023-05-15,2023-05-25,received
4878,79,8,74,2025-04-27,2025-05-10,2025-05-19,received
4879,82,6,168,2023-12-04,2023-12-16,2023-12-21,received
4880,7,4,67,2024-04-23,2024-05-11,2024-05-09,received
4881,74,7,160,2023-01-18,2023-02-01,2023-01-30,received
4882,21,6,233,2024-11-15,2024-11-30,2024-12-02,received
4883,5,8,10,2023-12-28,2024-01-09,2024-01-18,received
4884,88,3,2,2023-09-22,2023-10-08,2023-10-07,received
4885,82,6,63,2023-10-13,2023-10-25,,shipped
4886,37,9,76,2023-08-04,2023-08-13,2023-08-23,received
4887,25,9,200,2024-08-28,2024-09-04,2024-09-07,received
4888,20,9,47,2025-06-17,2025-06-30,2025-06-28,received
4889,94,5,204,2026-05-20,2026-05-29,2026-06-06,received
4890,94,10,178,2025-01-30,2025-02-14,,cancelled
4891,29,2,57,2026-05-23,2026-06-04,2026-06-13,received
4892,39,6,142,2025-09-21,2025-09-30,2025-10-06,received
4893,74,2,226,2025-05-24,2025-06-07,,shipped
4894,52,10,59,2023-02-27,2023-03-11,2023-03-14,received
4895,84,10,280,2024-03-16,2024-04-06,2024-04-08,received
4896,69,6,71,2024-10-13,2024-10-30,2024-11-07,received
4897,8,9,134,2024-07-02,2024-07-17,2024-07-15,received
4898,22,4,279,2024-11-17,2024-12-04,2024-12-12,received
4899,76,10,184,2024-08-13,2024-08-31,2024-09-05,received
4900,70,1,138,2023-01-14,2023-01-25,2023-01-26,received
4901,1,6,214,2024-04-11,2024-04-21,2024-04-27,received
4902,41,6,166,2023-03-23,2023-04-04,2023-04-11,received
4903,83,5,266,2026-02-20,2026-03-08,2026-03-14,received
4904,63,1,290,2025-05-14,2025-05-19,2025-05-20,received
4905,38,7,251,2025-02-28,2025-03-16,2025-03-17,received
4906,19,3,253,2025-09-25,2025-10-16,2025-10-26,received
4907,43,6,78,2025-06-17,2025-07-04,2025-07-03,received
4908,11,9,296,2025-08-24,2025-09-02,2025-09-12,received
4909,83,3,203,2023-07-27,2023-08-15,2023-08-24,received
4910,78,7,240,2025-03-11,2025-03-21,2025-03-23,received
4911,98,1,224,2024-12-21,2025-01-08,2025-01-15,received
4912,43,3,47,2025-09-30,2025-10-14,,cancelled
4913,52,4,254,2025-03-25,2025-04-06,2025-04-07,received
4914,2,1,138,2024-10-06,2024-10-19,2024-10-25,received
4915,10,6,160,2025-06-21,2025-06-29,2025-06-29,received
4916,10,7,251,2024-12-11,2024-12-28,2025-01-03,received
4917,62,9,48,2023-06-24,2023-07-13,2023-07-12,received
4918,41,8,161,2023-06-17,2023-07-04,2023-07-07,received
4919,95,9,213,2025-11-25,2025-12-15,2025-12-18,received
4920,52,9,219,2025-05-29,2025-06-13,,shipped
4921,47,2,268,2023-08-15,2023-09-04,,cancelled
4922,23,5,19,2025-02-24,2025-03-16,,shipped
4923,64,6,6,2023-07-08,2023-07-16,2023-07-19,received
4924,44,5,268,2023-03-21,2023-04-03,2023-04-08,received
4925,10,5,92,2024-08-30,2024-09-09,2024-09-11,received
4926,41,7,120,2023-01-27,2023-02-04,,cancelled
4927,79,1,147,2026-04-17,2026-04-24,2026-04-22,received
